Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
K21101092;780;0.9912;991.2;1356;K2110-12;62;1092;0;1215.559476;40;30;21;13;18;1.3;1.54;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1375.8;1034;0.1404;0.18;0.78;1;1.2012;1.54;22;7.1;82.6;K2110;12;113.00;82.6;;2saeuler;;;
K21201192;520;0.7288;728.8;944;K2120-8;62;1192;0;4199.967754;60;50;21;13;18;1.33;1.67;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1133.72;1134;0.0988;0.19;0.572;1.1;0.8684;1.67;22;7.8;91.1;K2120;8;118.00;91.1;;2saeuler;;;
K21501492;1105;1.955;1955;2197.25;K2150-17;62;1492;0;1992.996416;50;40;21;13;18;1.33;2.07;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2217.05;1434;0.2652;0.24;1.4365;1.3;2.28735;2.07;23;9.9;115;K2150;17;129.25;115.0;;2saeuler;;;
K21801792;1170;2.502;2502;2593.8;K2180-18;62;1792;0;3843.123994;60;50;21;13;18;1.32;2.46;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3080.484;1734;0.3393;0.29;1.872;1.6;2.8782;2.46;23;12;139;K2180;18;144.10;139.0;;2saeuler;;;
K22001992;1300;3.12;3120;3085;K2200-20;62;1992;0;2723.459136;50;40;21;13;18;1.32;2.72;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3876.05;1934;0.416;0.32;2.34;1.8;3.536;2.72;23;13.4;156;K2200;20;154.25;156.0;;2saeuler;;;
K3045450;780;0.6096;609.6;837.6;K3045-12;100;450;0;2387.623505;60;50;21;13;18;1.28;1.01;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1008.168;384;0.0858;0.11;0.624;0.8;0.7878;1.01;19;4.4;50.8;K3045;12;69.80;50.8;;3saeuler;;;
K3050500;715;0.6149;614.9;771.65;K3050-11;100;500;0;1682.253021;50;40;21;13;18;1.28;1.1;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;984.3625;434;0.0858;0.12;0.6435;0.9;0.7865;1.1;18;4.8;55.9;K3050;11;70.15;55.9;;3saeuler;;;
K3055550;520;0.488;488;583.6;K3055-8;100;550;0;1100.221031;40;30;21;13;18;1.28;1.2;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;603.4;484;0.0676;0.13;0.468;0.9;0.624;1.2;18;5.2;61;K3055;8;72.95;61.0;;3saeuler;;;
K3060600;585;0.594;594;697.5;K3060-9;100;600;0;3706.322202;60;50;21;13;18;1.28;1.3;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;842.85;534;0.0819;0.14;0.585;1;0.7605;1.3;18;5.7;66;K3060;9;77.50;66.0;;3saeuler;;;
K3075750;1170;1.4598;1459.8;1451.7;K3075-18;100;750;0;2894.742103;50;40;21;13;18;1.29;1.59;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1471.5;684;0.2106;0.18;1.404;1.2;1.8603;1.59;18;7;81.1;K3075;18;80.65;81.1;;3saeuler;;;
K3090900;1300;1.926;1926;1732;K3090-20;100;900;0;5387.045105;60;50;21;13;18;1.29;1.89;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2063.56;834;0.273;0.21;1.69;1.3;2.457;1.89;18;8.3;96.3;K3090;20;86.60;96.3;;3saeuler;;;
K31001000;1430;2.354;2354;2739;K3100-22;100;1000;0;3819.203514;50;40;21;13;18;1.29;2.08;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3443.55;934;0.3432;0.24;2.145;1.5;2.9744;2.08;18;9.2;107;K3100;22;124.50;107.0;;3saeuler;;;
K31101100;520;0.936;936;1067.2;K3110-8;100;1100;0;2057.212383;40;30;21;13;18;1.3;2.28;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1087;1034;0.1352;0.26;0.832;1.6;1.1856;2.28;18;10.1;117;K3110;8;133.40;117.0;;3saeuler;;;
K31201200;585;1.143;1143;1316.7;K3120-9;100;1200;0;4750.96779;60;50;21;13;18;1.31;2.48;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1573.506;1134;0.16965;0.29;0.9945;1.7;1.4508;2.48;18;10.9;127;K3120;9;146.30;127.0;;3saeuler;;;
K31501500;715;1.738;1738;1905.75;K3150-11;100;1500;0;3745.198126;50;40;21;13;18;1.31;3.06;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1925.55;1434;0.2574;0.36;1.43;2;2.1879;3.06;18;13.6;158;K3150;11;173.25;158.0;;3saeuler;;;
K31801800;780;2.268;2268;2484;K3180-12;100;1800;0;7070.337893;60;50;21;13;18;1.31;3.65;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2950.92;1734;0.3354;0.43;1.872;2.4;2.847;3.65;18;16.3;189;K3180;12;207.00;189.0;;3saeuler;;;
K4045450;910;0.9198;919.8;1108.1;K4045-14;136;450;0;2486.385517;60;50;21;13;18;1.28;1.36;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1327.358;384;0.1365;0.15;0.91;1;1.2376;1.36;16;5.7;65.7;K4045;14;79.15;65.7;;4saeuler;;;
K4050500;975;1.0845;1084.5;1214.25;K4050-15;136;500;0;1751.938153;50;40;21;13;18;1.28;1.49;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1537.6125;434;0.156;0.16;1.0725;1.1;1.45275;1.49;16;6.2;72.3;K4050;15;80.95;72.3;;4saeuler;;;
K4055550;2015;2.4428;2442.8;2562.15;K4055-31;136;550;0;478.9059044;40;30;21;13;18;1.28;1.62;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2581.95;484;0.3627;0.18;2.418;1.2;3.2643;1.62;16;6.8;78.8;K4055;31;82.65;78.8;;4saeuler;;;
K4060600;1170;1.5372;1537.2;1517.4;K4060-18;136;600;0;1615.961363;60;50;21;13;18;1.28;1.75;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1810.332;534;0.2223;0.19;1.521;1.3;2.0475;1.75;15;7.3;85.4;K4060;18;84.30;85.4;;4saeuler;;;
K4075750;1105;1.785;1785;1535.1;K4075-17;136;750;0;1873.908266;50;40;21;13;18;1.29;2.13;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1554.9;684;0.2652;0.24;1.6575;1.5;2.35365;2.13;15;9;105;K4075;17;90.30;105.0;;4saeuler;;;
K4090900;975;1.875;1875;1483.5;K4090-15;136;900;0;3496.264996;60;50;21;13;18;1.29;2.52;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1770.33;834;0.28275;0.29;1.755;1.8;2.457;2.52;15;10.8;125;K4090;15;98.90;125.0;;4saeuler;;;
K41001000;975;2.07;2070;1884.75;K4100-15;136;1000;0;4122.598186;50;40;21;13;18;1.29;2.78;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2375.7375;934;0.312;0.32;1.8525;1.9;2.7105;2.78;15;11.9;138;K4100;15;125.65;138.0;;4saeuler;;;
K41101100;910;2.114;2114;2014.6;K4110-14;136;1100;0;2222.148679;40;30;21;13;18;1.3;3.03;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2034.4;1034;0.3185;0.35;1.911;2.1;2.7573;3.03;15;13;151;K4110;14;143.90;151.0;;4saeuler;;;
K41201200;845;2.145;2145;2147.6;K4120-13;136;1200;0;7665.868146;60;50;21;13;18;1.31;3.29;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2553.968;1134;0.3211;0.38;1.859;2.2;2.78005;3.29;15;14.2;165;K4120;13;165.20;165.0;;4saeuler;;;
K41501500;780;2.448;2448;2330.4;K4150-12;136;1500;0;3587.682648;50;40;21;13;18;1.31;4.06;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2350.2;1434;0.3666;0.47;2.106;2.7;3.1668;4.06;15;17.5;204;K4150;12;194.20;204.0;;4saeuler;;;
K41801800;975;3.66;3660;3420.75;K4180-15;136;1800;0;2208.349265;60;50;21;13;18;1.31;4.83;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;4056.285;1734;0.55575;0.57;3.0225;3.1;4.70925;4.83;15;21;244;K4180;15;228.05;244.0;;4saeuler;;;
K5045450;975;1.206;1206;1327.5;K5045-15;173;450;0;236.4338139;40;30;21;13;18;1.28;1.74;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1586.25;384;0.1755;0.18;1.2675;1.3;1.6965;1.74;14;6.9;80.4;K5045;15;88.50;80.4;;5saeuler;;;
K5050500;1820;2.4752;2475.2;2514.4;K5050-28;173;500;0;3345.456311;60;50;21;13;18;1.28;1.91;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3162.8;434;0.364;0.2;2.548;1.4;3.4762;1.91;14;7.6;88.4;K5050;28;89.80;88.4;;5saeuler;;;
K5055550;1430;2.1208;2120.8;2014.1;K5055-22;173;550;0;2901.058877;50;40;21;13;18;1.28;2.07;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2033.9;484;0.3146;0.22;2.145;1.5;2.9601;2.07;14;8.3;96.4;K5055;22;91.55;96.4;;5saeuler;;;
K5060600;715;1.144;1144;1025.75;K5060-11;173;600;0;1264.117108;40;30;21;13;18;1.28;2.23;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1230.185;534;0.1716;0.24;1.144;1.6;1.59445;2.23;13;8.9;104;K5060;11;93.25;104.0;;5saeuler;;;
K5075750;585;1.152;1152;914.85;K5075-9;173;750;0;3580.175355;60;50;21;13;18;1.29;2.72;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;934.65;684;0.1755;0.3;1.1115;1.9;1.5912;2.72;13;11;128;K5075;9;101.65;128.0;;5saeuler;;;
K5090900;780;1.824;1824;1340.4;K5090-12;173;900;0;1828.127485;50;40;21;13;18;1.29;3.21;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1601.472;834;0.2808;0.36;1.716;2.2;2.5038;3.21;13;13.1;152;K5090;12;111.70;152.0;;5saeuler;;;
K51001000;975;2.52;2520;2259.75;K5100-15;173;1000;0;487.7916943;40;30;21;13;18;1.29;3.54;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2844.4875;934;0.39;0.4;2.34;2.4;3.4515;3.54;13;14.4;168;K5100;15;150.65;168.0;;5saeuler;;;
K51101100;975;2.775;2775;2560.5;K5110-15;173;1100;0;10309.10926;60;50;21;13;18;1.3;3.87;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2580.3;1034;0.429;0.44;2.535;2.6;3.77325;3.87;13;15.9;185;K5110;15;170.70;185.0;;5saeuler;;;
K51201200;1105;3.417;3417;3321.8;K5120-17;173;1200;0;5917.153062;50;40;21;13;18;1.31;4.19;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3939.524;1134;0.5304;0.48;3.094;2.8;4.62995;4.19;13;17.3;201;K5120;17;195.40;201.0;;5saeuler;;;
K51501500;1885;7.221;7221;6616.35;K5150-29;173;1500;0;6911.047126;60;50;21;13;18;1.31;5.17;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;6636.15;1434;1.11215;0.59;6.2205;3.3;9.74545;5.17;13;21.4;249;K5150;29;228.15;249.0;;5saeuler;;;
K51801800;975;4.455;4455;4000.5;K5180-15;173;1800;0;1703.231692;50;40;21;13;18;1.31;6.15;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;4740.39;1734;0.69225;0.71;3.8025;3.9;5.99625;6.15;13;25.5;297;K5180;15;266.70;297.0;;5saeuler;;;
K6045450;975;1.419;1419;1478.25;K6045-15;210;450;0;554.588908;50;40;21;13;18;1.28;2.06;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1764.135;384;0.2145;0.22;1.4625;1.5;2.0085;2.06;13;8.1;94.6;K6045;15;98.55;94.6;;6saeuler;;;
K6050500;1170;1.872;1872;1803.6;K6050-18;210;500;0;1264.117108;40;30;21;13;18;1.28;2.26;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2274.3;434;0.2808;0.24;1.872;1.6;2.6442;2.26;13;8.9;104;K6050;18;100.20;104.0;;6saeuler;;;
K6055550;975;1.695;1695;1539.75;K6055-15;210;550;0;5311.052285;60;50;21;13;18;1.28;2.46;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1559.55;484;0.2535;0.26;1.755;1.8;2.3985;2.46;12;9.7;113;K6055;15;102.65;113.0;;6saeuler;;;
K6060600;2015;3.813;3813;3256.55;K6060-31;210;600;0;2980.475696;50;40;21;13;18;1.28;2.65;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3862.529;534;0.58435;0.29;3.8285;1.9;5.33975;2.65;12;10.6;123;K6060;31;105.05;123.0;;6saeuler;;;
K6075750;1820;4.228;4228;3189.2;K6075-28;210;750;0;4223.488115;60;50;21;13;18;1.29;3.25;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3209;684;0.6552;0.36;4.004;2.2;5.915;3.25;12;13;151;K6075;28;113.90;151.0;;6saeuler;;;
K6090900;1430;3.938;3938;2717;K6090-22;210;900;0;2152.860656;50;40;21;13;18;1.29;3.84;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3225.86;834;0.6149;0.43;3.718;2.6;5.4912;3.84;12;15.4;179;K6090;22;123.50;179.0;;6saeuler;;;
K61001000;975;2.97;2970;2375.25;K6100-15;210;1000;0;574.897354;40;30;21;13;18;1.29;4.23;Zehnder;Charleston;Kat_2;25;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;2988.8625;934;0.468;0.48;2.73;2.8;4.12425;4.23;12;17;198;K6100;15;158.35;198.0;;6saeuler;;;
K61101100;1300;4.34;4340;3603;K6110-20;210;1100;0;12092.30653;60;50;21;13;18;1.3;4.62;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3622.8;1034;0.676;0.52;4.03;3.1;6.006;4.62;12;18.7;217;K6110;20;180.15;217.0;;6saeuler;;;
K61201200;1170;4.248;4248;3670.2;K6120-18;210;1200;0;6947.503098;50;40;21;13;18;1.31;5.02;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;4350.636;1134;0.6669;0.57;3.861;3.3;5.8734;5.02;12;20.3;236;K6120;18;203.90;236.0;;6saeuler;;;
K61501500;975;4.395;4395;3540.75;K6150-15;210;1500;0;8132.276337;60;50;21;13;18;1.31;6.2;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;3560.55;1434;0.69225;0.71;3.9;4;6.045;6.2;12;25.2;293;K6150;15;236.05;293.0;;6saeuler;;;
K61801800;975;5.235;5235;4143.75;K6180-15;210;1800;0;2001.440607;50;40;21;13;18;1.31;7.38;Zehnder;Charleston;Kat_1;18;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;4909.425;1734;0.82875;0.85;4.68;4.8;7.1955;7.38;12;30;349;K6180;15;276.25;349.0;;6saeuler;;;
NH21212;400;0.102;102;208;NH21;45;212;0;20.77531948;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;227.8;172;0.212;0.53;0.528;1.32;2.496;6.24;36;22;254;;;;;;NH;;;
NH21212;500;0.127;127;214;NH21;45;212;0;78.42235174;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;272.32;172;0.265;0.53;0.66;1.32;3.12;6.24;36;22;254;;;;;;NH;;;
NH21212;600;0.152;152;221;NH21;45;212;0;60.72886084;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;296.05;172;0.318;0.53;0.792;1.32;3.744;6.24;36;22;254;;;;;;NH;;;
NH21212;700;0.178;178;227;NH21;45;212;0;36.25496928;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;246.8;172;0.371;0.53;0.924;1.32;4.368;6.24;36;22;254;;;;;;NH;;;
NH21212;800;0.203;203;234;NH21;45;212;0;125.352263;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;295.92;172;0.424;0.53;1.056;1.32;4.992;6.24;36;22;254;;;;;;NH;;;
NH21212;900;0.229;229;240;NH21;45;212;0;91.49282324;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;319.8;172;0.477;0.53;1.188;1.32;5.616;6.24;36;22;254;;;;;;NH;;;
NH21212;1000;0.254;254;247;NH21;45;212;0;51.73461909;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;266.8;172;0.53;0.53;1.32;1.32;6.24;6.24;36;22;254;;;;;;NH;;;
NH21212;1100;0.279;279;253;NH21;45;212;0;172.2821743;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;318.34;172;0.583;0.53;1.452;1.32;6.864;6.24;36;22;254;;;;;;NH;;;
NH21212;1200;0.305;305;260;NH21;45;212;0;121.8572537;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;344.8;172;0.636;0.53;1.584;1.32;7.488;6.24;36;22;254;;;;;;NH;;;
NH21212;1300;0.33;330;266;NH21;45;212;0;67.21426889;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;285.8;172;0.689;0.53;1.716;1.32;8.112;6.24;36;22;254;;;;;;NH;;;
NH21212;1400;0.356;356;273;NH21;45;212;0;219.8295844;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;341.94;172;0.742;0.53;1.848;1.32;8.736;6.24;36;22;254;;;;;;NH;;;
NH21212;1500;0.381;381;280;NH21;45;212;0;152.2216841;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;369.8;172;0.795;0.53;1.98;1.32;9.36;6.24;36;22;254;;;;;;NH;;;
NH21212;1600;0.406;406;286;NH21;45;212;0;82.6939187;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;305.8;172;0.848;0.53;2.112;1.32;9.984;6.24;36;22;254;;;;;;NH;;;
NH21212;1700;0.432;432;293;NH21;45;212;0;266.7594957;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;365.54;172;0.901;0.53;2.244;1.32;10.608;6.24;36;22;254;;;;;;NH;;;
NH21212;1800;0.457;457;299;NH21;45;212;0;182.5861145;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;393.55;172;0.954;0.53;2.376;1.32;11.232;6.24;36;22;254;;;;;;NH;;;
NH21212;1900;0.483;483;306;NH21;45;212;0;98.37724811;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;325.8;172;1.007;0.53;2.508;1.32;11.856;6.24;36;22;254;;;;;;NH;;;
NH21212;2000;0.508;508;312;NH21;45;212;0;313.689407;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;387.96;172;1.06;0.53;2.64;1.32;12.48;6.24;36;22;254;;;;;;NH;;;
NH21212;2200;0.559;559;325;NH21;45;212;0;223.3383764;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;426.05;172;1.166;0.53;2.904;1.32;13.728;6.24;36;22;254;;;;;;NH;;;
NH21212;2400;0.61;610;338;NH21;45;212;0;124.2445576;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;357.8;172;1.272;0.53;3.168;1.32;14.976;6.24;36;22;254;;;;;;NH;;;
NH21212;2600;0.66;660;351;NH21;45;212;0;407.5492295;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;433.98;172;1.378;0.53;3.432;1.32;16.224;6.24;36;22;254;;;;;;NH;;;
NH21212;2800;0.711;711;364;NH21;45;212;0;284.0672372;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;383.8;172;1.484;0.53;3.696;1.32;17.472;6.24;36;22;254;;;;;;NH;;;
NH21212;3000;0.762;762;377;NH21;45;212;0;155.2038573;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;492.66;172;1.59;0.53;3.96;1.32;18.72;6.24;36;22;254;;;;;;NH;;;
NH21212;3200;0.813;813;390;NH21;45;212;0;502.0265509;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;535.3;172;1.696;0.53;4.224;1.32;19.968;6.24;36;22;254;;;;;;NH;;;
NH21212;3400;0.864;864;404;NH21;45;212;0;345.1956301;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;451.8;172;1.802;0.53;4.488;1.32;21.216;6.24;36;22;254;;;;;;NH;;;
NH21212;3600;0.914;914;417;NH21;45;212;0;186.1631569;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;539.86;172;1.908;0.53;4.752;1.32;22.464;6.24;36;22;254;;;;;;NH;;;
NH21212;3800;0.965;965;430;NH21;45;212;0;595.8863735;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;585.3;172;2.014;0.53;5.016;1.32;23.712;6.24;36;22;254;;;;;;NH;;;
NH21212;4000;1.016;1016;443;NH21;45;212;0;405.9244909;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;490.8;172;2.12;0.53;5.28;1.32;24.96;6.24;36;22;254;;;;;;NH;;;
NH21212;4200;1.067;1067;456;NH21;45;212;0;217.3261361;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;585.88;172;2.226;0.53;5.544;1.32;26.208;6.24;36;22;254;;;;;;NH;;;
NH21212;4400;1.118;1118;469;NH21;45;212;0;690.3636948;60;50;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;634.05;172;2.332;0.53;5.808;1.32;27.456;6.24;36;22;254;;;;;;NH;;;
NH21212;4600;1.168;1168;482;NH21;45;212;0;466.6533517;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;529.8;172;2.438;0.53;6.072;1.32;28.704;6.24;36;22;254;;;;;;NH;;;
NH21212;4800;1.219;1219;495;NH21;45;212;0;248.2854357;40;30;21;13;4.6;1.25;6.24;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;631.9;172;2.544;0.53;6.336;1.32;29.952;6.24;36;22;254;;;;;;NH;;;
